Date,Open,High,Low,Close,Adj Close,Volume
2006-09-30,34.861198,35.872398,34.302299,0.345685,34.568501,226412768
2006-10-31,40.873402,41.188099,34.541901,0.347015,34.701500,229513902
2006-11-30,34.728100,41.754398,34.328999,0.353402,35.340199,161374051
2006-12-31,209.399994,209.399994,178.832001,1.893680,189.367996,61361549
2007-01-31,191.367996,198.703003,185.500000,1.867010,186.701004,53422828
2007-02-28,187.100998,191.367996,173.098007,1.900340,190.033997,83622981
2007-03-31,189.100998,238.727997,187.766998,2.021700,202.169998,61890164
2007-04-30,239.044006,239.044006,183.100006,1.860340,186.033997,192221079
2007-05-31,186.834000,187.100998,173.764999,1.768320,176.832001,103561818
2007-06-30,176.432007,180.432999,159.895996,1.673640,167.363998,101891949
2007-07-31,163.095993,195.524002,154.960999,1.677640,167.764008,157160055
2007-08-31,168.296997,168.563995,151.227005,1.600290,160.029007,128154867
2007-09-30,158.294998,170.298004,146.292999,1.576290,157.628998,137273795
2007-10-31,186.694000,188.270996,132.824005,1.553610,155.360992,184719442
2007-11-30,154.160995,179.125000,145.759995,1.791250,179.125000,94127553
2007-12-31,151.494003,153.093994,120.889000,1.316240,131.623993,140710566
2008-01-31,132.824005,157.996002,118.821999,1.302900,130.289993,112661435
2008-02-29,126.956001,130.423996,108.486000,1.130870,113.086998,120949428
2008-03-31,112.487000,157.602005,112.487000,1.301570,130.156998,114713557
2008-04-30,153.895996,153.895996,112.620003,1.198220,119.821999,206657582
2008-05-31,141.123993,141.123993,101.285004,1.036850,103.684998,97465953
2008-06-30,103.751999,108.553001,89.349503,1.027520,102.751999,139054832
2008-07-31,101.684998,118.654999,93.083504,0.982845,98.284500,78220141
2008-08-31,96.950897,105.219002,68.012299,0.692792,69.279198,192581284
2008-09-30,73.346603,82.681602,40.940800,0.503825,50.382500,199884871
2008-10-31,52.009399,63.011398,41.714199,0.477153,47.715302,111004453
2008-11-30,47.475300,53.611401,40.167301,0.465418,46.541801,81388266
2008-12-31,46.541801,53.743099,31.552401,0.368600,36.860001,115029246
2009-01-31,36.006500,39.847198,23.844299,0.269382,26.938200,151043885
2009-02-28,25.871401,40.007301,17.776600,0.331260,33.125999,211213346
2009-03-31,32.859299,50.622501,32.139198,0.498490,49.848999,193007227
2009-04-30,49.848999,60.833199,47.742001,0.583103,58.310299,157483791
2009-05-31,59.130199,64.333702,53.453701,0.566073,56.607300,185421992
2009-06-30,57.017300,66.462402,50.678501,0.648067,64.806702,205519100
2009-07-31,64.649002,82.703499,64.649002,0.797075,79.707497,233231479
2009-08-31,80.417099,87.512703,75.292503,0.842014,84.201401,267173957
2009-09-30,84.516800,88.143402,68.433403,0.722177,72.217697,147865855
2009-10-31,71.350502,81.363197,67.802696,0.717447,71.744698,117811975
2009-11-30,72.533096,75.923203,70.010201,0.738734,73.873398,69994723
2009-12-31,74.740601,78.058502,63.569000,0.666715,66.671501,129870895
2010-01-31,65.681297,71.292297,60.169399,0.612916,61.291599,196446770
2010-02-28,61.291599,75.170502,60.697498,0.722000,72.199997,172787637
2010-03-31,72.777603,75.830597,64.295097,0.658134,65.813400,187893162
2010-04-30,66.070801,66.671501,50.498699,0.574299,57.429901,453024454
2010-05-31,56.967800,65.978401,49.937599,0.606975,60.697498,386714519
2010-06-30,59.344200,72.612503,58.717098,0.709622,70.962196,229232859
2010-07-31,73.272697,73.767700,59.410301,0.611265,61.126499,193240680
2010-08-31,61.720699,67.661697,60.103401,0.618197,61.819698,217774665
2010-09-30,62.347801,64.295097,59.245201,0.618197,61.819698,153502233
2010-10-31,62.083698,62.347801,49.211498,0.492115,49.211498,225494203
2010-11-30,49.673599,57.264900,49.475498,0.510928,51.092800,209997921
2010-12-31,51.984001,62.380798,48.650398,0.597073,59.707298,258089757
2011-01-31,59.905300,65.912399,59.476299,0.614896,61.489601,261007065
2011-02-28,62.017700,62.380798,55.218498,0.575619,57.561901,324296222
2011-03-31,58.023998,60.532501,53.139198,0.573639,57.363899,204956614
2011-04-30,57.792999,57.991001,49.541500,0.521160,52.116001,245490758
2011-05-31,52.280998,52.380001,43.369499,0.481883,48.188301,236444572
2011-06-30,48.188301,50.762798,35.052101,0.412571,41.257099,332790874
2011-07-31,43.006401,43.336498,28.467400,0.311079,31.107901,302114191
2011-08-31,31.025400,31.735001,20.991600,0.264871,26.487101,235322770
2011-09-30,25.414400,35.151100,23.912600,0.279888,27.988800,231747294
