Date,Open,High,Low,Close,Adj Close,Volume
2013-09-30,0.755000,0.919000,0.715500,0.830500,0.830500,531247313
2013-10-31,0.830000,0.889500,0.791500,0.843000,0.843000,315608010
2013-11-30,0.842000,0.857000,0.758500,0.850500,0.850500,212809849
2013-12-31,0.850500,0.859000,0.771000,0.800500,0.800500,241759225
2014-01-31,0.803000,0.950500,0.787500,0.940500,0.940500,328462445
2014-02-28,0.924500,1.034000,0.906500,0.941000,0.941000,485640742
2014-03-31,0.940500,0.950000,0.855000,0.880500,0.880500,272676927
2014-04-30,0.880500,0.892000,0.787000,0.879000,0.879000,246904973
2014-05-31,0.883500,0.916000,0.835000,0.842500,0.842500,276616181
2014-06-30,0.843500,0.891500,0.771500,0.854000,0.854000,286916298
2014-07-31,0.844500,0.857500,0.730000,0.833500,0.833500,273587995
2014-08-31,0.837000,0.876500,0.763500,0.785000,0.785000,302444675
2014-09-30,0.780000,0.800500,0.679500,0.798500,0.798500,445739037
2014-10-31,0.798500,0.840000,0.759000,0.838000,0.838000,338168226
2014-11-30,0.832000,0.873000,0.770000,0.837500,0.837500,281025594
2014-12-31,0.837500,0.864000,0.791000,0.844000,0.844000,315461091
2015-01-31,0.847000,0.924000,0.817500,0.905000,0.905000,446346546
2015-02-28,0.909500,0.979000,0.888000,0.967500,0.967500,370939731
2015-03-31,0.962000,1.098000,0.962000,1.032000,1.032000,531969798
2015-04-30,1.032000,1.142000,0.993000,1.134000,1.134000,451906999
2015-05-31,1.137000,1.180000,1.048000,1.070000,1.070000,418241062
2015-06-30,1.084000,1.190000,1.012000,1.162000,1.162000,330803378
2015-07-31,1.161000,1.198000,1.045000,1.128000,1.128000,332151559
2015-08-31,1.080000,1.177000,1.059000,1.110000,1.110000,290626099
2015-09-30,1.119000,1.286000,1.115000,1.247000,1.247000,360686868
2015-10-31,1.249000,1.338000,1.183000,1.330000,1.330000,318847158
2015-11-30,1.332000,1.367000,1.209000,1.254000,1.254000,276909912
2015-12-31,1.254000,1.257000,1.033000,1.101000,1.101000,439934749
2016-01-31,1.097000,1.110000,0.937500,1.057000,1.057000,320749494
2016-02-29,1.050000,1.147000,1.036000,1.142000,1.142000,203369048
2016-03-31,1.128000,1.257000,1.111000,1.246000,1.246000,285407786
2016-04-30,1.249000,1.306000,1.182000,1.281000,1.281000,186100019
2016-05-31,1.278000,1.295000,1.032000,1.178000,1.178000,263936500
2016-06-30,1.180000,1.305000,1.126000,1.270000,1.270000,165295309
2016-07-31,1.278000,1.295000,1.182000,1.189000,1.189000,167867370
2016-08-31,1.196000,1.275000,1.192000,1.257000,1.257000,211027636
